transcriptID;"concat(""<a href=http://www.ncbi.nlm.nih.gov/pubmed/"",pubmedID,"">"",pubmedID,""</a>"")";Author;Title;Year
166;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15987805>15987805</a>";Huang;"Genome-wide analyses of two families of snoRNA genes from Drosophila melanogaster, demonstrating the extensive utilization of introns for coding of snoRNAs.";2005
122;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/8636206>8636206</a>";Clemson;"XIST RNA paints the inactive X chromosome at interphase: evidence for a novel RNA involved in nuclear/chromosome structure.";1996
167;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17957031>17957031</a>";Chang;"A novel noncoding RNA rescues mutant SOD1-mediated cell death.";2008
169;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17121828>17121828</a>";Yochum;"An antisense transcript induced by Wnt/beta-catenin signaling decreases E2F4.";2007
170;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/14681303>14681303</a>";Dallosso;"Genomic imprinting at the WT1 gene involves a novel coding transcript (AWT1) that shows deregulation in Wilms' tumours.";2004
170;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17210670>17210670</a>";Hancock;"A CTCF-binding silencer regulates the imprinted genes AWT1 and WT1-AS and exhibits sequential epigenetic defects during Wilms' tumourigenesis.";2007
170;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17940140>17940140</a>";Dallosso;"Alternately spliced WT1 antisense transcripts interact with WT1 sense RNA and show epigenetic and splicing defects in cancer.";2007
170;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/10811108>10811108</a>";Malik;"Identification of differential methylation of the WT1 antisense regulatory region and relaxation of imprinting in Wilms' tumor.";2000
171;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12050232>12050232</a>";Chau;"HOXA11 silencing and endogenous HOXA11 antisense ribonucleic acid in the uterine endometrium.";2002
171;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/7789268>7789268</a>";Hsieh-Li;"Hoxa 11 structure, extensive antisense transcription, and function in male and female fertility.";1995
171;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9745033>9745033</a>";Potter;"Evolutionary conservation and tissue-specific processing of Hoxa 11 antisense transcripts.";1998
148;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12489151>12489151</a>";Berdal;"Msx1 homeogene antisense mRNA in mouse dental and bone cells.";2002
148;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16157866>16157866</a>";Coudert;"Expression and regulation of the Msx1 natural antisense transcript during development.";2005
172;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12573261>12573261</a>";Noonan;"Antisense transcripts at the EMX2 locus in human and mouse.";2003
172;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20066053>20066053</a>";Spigoni;"Regulation of Emx2 expression by antisense transcripts in murine cortico-cerebral precursors.";2010
173;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18604220>18604220</a>";Schwartz;"Antisense transcripts are targets for activating small RNAs.";2008
174;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15175754>15175754</a>";Martens;"Intergenic transcription is required to repress the Saccharomyces cerevisiae SER3 gene.";2004
174;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16291644>16291644</a>";Martens;"Regulation of an intergenic transcript controls adjacent gene transcription in Saccharomyces cerevisiae.";2005
174;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17074811>17074811</a>";Thompson;"Cytoplasmic decay of intergenic transcripts in Saccharomyces cerevisiae.";2007
175;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17445766>17445766</a>";Sasaki;"Coordinated expression of ncRNAs and HOX mRNAs in the human HOXA locus.";2007
175;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17451645>17451645</a>";Sasaki;"Identification and characterization of human non-coding RNAs with tissue-specific expression.";2007
98;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17445766>17445766</a>";Sasaki;"Coordinated expression of ncRNAs and HOX mRNAs in the human HOXA locus.";2007
171;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17445766>17445766</a>";Sasaki;"Coordinated expression of ncRNAs and HOX mRNAs in the human HOXA locus.";2007
171;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17185360>17185360</a>";Sessa;"Noncoding RNA synthesis and loss of Polycomb group repression accompanies the colinear activation of the human HOXA cluster.";2007
98;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17185360>17185360</a>";Sessa;"Noncoding RNA synthesis and loss of Polycomb group repression accompanies the colinear activation of the human HOXA cluster.";2007
176;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17445766>17445766</a>";Sasaki;"Coordinated expression of ncRNAs and HOX mRNAs in the human HOXA locus.";2007
176;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17185360>17185360</a>";Sessa;"Noncoding RNA synthesis and loss of Polycomb group repression accompanies the colinear activation of the human HOXA cluster.";2007
177;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17445766>17445766</a>";Sasaki;"Coordinated expression of ncRNAs and HOX mRNAs in the human HOXA locus.";2007
177;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17185360>17185360</a>";Sessa;"Noncoding RNA synthesis and loss of Polycomb group repression accompanies the colinear activation of the human HOXA cluster.";2007
178;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15703187>15703187</a>";Alfano;"Natural antisense transcripts associated with genes involved in eye development.";2005
180;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/7710686>7710686</a>";Bedford;"Analysis of the Hoxd-3 gene: structure and localization of its sense and natural antisense transcripts.";1995
182;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18820242>18820242</a>";Korneev;"Novel noncoding antisense RNA transcribed from human anti-NOS2A locus is differentially regulated during neuronal differentiation of embryonic stem cells.";2008
183;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17241883>17241883</a>";Panzitt;"Characterization of HULC, a novel gene with striking up-regulation in hepatocellular carcinoma, as noncoding RNA.";2007
183;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19445043>19445043</a>";Matouk;"Highly upregulated in liver cancer noncoding RNA is  overexpressed in hepatic colorectal metastasis.";2009
183;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20423907>20423907</a>";Wang;"CREB up-regulates long non-coding RNA, HULC expression through interaction with microRNA-372 in liver cancer.";2010
184;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17855395>17855395</a>";Parrott;"Novel rapidly evolving hominid RNAs bind nuclear factor 90 and display tissue-restricted distribution.";2007
184;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20028844>20028844</a>";Parrott;"snaR genes: recent descendants of Alu involved in the evolution of chorionic gonadotropins.";2009
185;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20010688>20010688</a>";Swiezewski;"Cold-induced silencing by long antisense transcripts of an Arabidopsis Polycomb target.";2009
186;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/1511174>1511174</a>";Potts;"Sense and antisense TGF beta 3 mRNA levels correlate with cardiac valve induction.";1992
187;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20577206>20577206</a>";Poliseno;"A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.";2010
188;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12515386>12515386</a>";Michel;"UM 9(5)h and UM 9(5)p, human and porcine noncoding transcripts with preferential expression in the cerebellum.";2002
189;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16936730>16936730</a>";Abarrategui;"Regulation of T cell receptor-alpha gene recombination by transcription.";2006
189;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17882258>17882258</a>";Abarrategui;"Noncoding transcription controls downstream promoters to regulate T-cell receptor alpha recombination.";2007
140;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/6181418>6181418</a>";Walter;"Signal recognition particle contains a 7S RNA essential for protein translocation across the endoplasmic reticulum.";1982
189;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/8383995>8383995</a>";Shimizu;"Mouse germline transcript of TCR alpha joining region and temporal expression in ontogeny.";1993
189;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/3500476>3500476</a>";"de Villartay";"Deletional rearrangement in the human T-cell receptor alpha-chain locus.";1987
189;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9247569>9247569</a>";Villey;"Germ-line transcription and methylation status of the TCR-J alpha locus in its accessible configuration.";1997
99;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20040589>20040589</a>";Kim;"Evidence for bacterial origin of heat shock RNA-1.";2010
140;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/6802847>6802847</a>";Li;"Nucleotide sequence of 7 S RNA. Homology to Alu DNA and La 4.5 S RNA.";1982
140;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/3403542>3403542</a>";Kleinert;"Differential regulation of transcription of human 7 S K and 7 S L RNA genes.";1988
140;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/6084597>6084597</a>";Ullu;"Human genes and pseudogenes for the 7SL RNA component of signal recognition particle.";1984
190;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/6196783>6196783</a>";Sohn;"7S-K nuclear RNA from simian virus 40-transformed cells has sequence homology to the viral early promoter.";1983
190;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11713533>11713533</a>";Nguyen;"7SK small nuclear RNA binds to and inhibits the activity of CDK9/cyclin T complexes.";2001
190;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11713532>11713532</a>";Yang;"The 7SK small nuclear RNA inhibits the CDK9/cyclin T1 kinase to control transcription.";2001
190;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/6434539>6434539</a>";Reddy;"Primary and secondary structure of 7-3 (K) RNA of Novikoff hepatoma.";1984
190;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11864590>11864590</a>";Blencowe;"Transcription: surprising role for an elusive small nuclear RNA.";2002
190;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/1646389>1646389</a>";Wassarman;"Structural analyses of the 7SK ribonucleoprotein (RNP), the most abundant human small RNP of unknown function.";1991
140;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/10924331>10924331</a>";Stuart;"The 3' UTR of human MnSOD mRNA hybridizes to a small cytoplasmic RNA and inhibits gene expression.";2000
140;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/7528809>7528809</a>";Labuda;"Evolution of secondary structure in the family of 7SL-like RNAs.";1994
140;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/7529207>7529207</a>";Quentin;"Emergence of master sequences in families of retroposons derived from 7sl RNA.";1994
140;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/1704372>1704372</a>";Sakamoto;"Modulation of HeLa cell growth by transfected 7SL RNA and Alu gene sequences.";1991
140;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20610725>20610725</a>";Keene;"7SL RNA is retained in HIV-1 minimal virus-like particles as an S-domain fragment.";2010
140;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18617187>18617187</a>";Zhang;"Demonstration of a multistep mechanism for assembly of the SRP x SRP receptor complex: implications for the catalytic role of SRP RNA.";2008
190;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17709395>17709395</a>";Barrandon;"The transcription-dependent dissociation of P-TEFb-HEXIM1-7SK RNA relies upon formation of hnRNP-7SK RNA complexes.";2007
140;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17881443>17881443</a>";Wang;"7SL RNA mediates virion packaging of the antiviral cytidine deaminase APOBEC3G.";2007
140;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17164479>17164479</a>";Siu;"SRP RNA provides the physiologically essential GTPase activation function in cotranslational protein targeting.";2007
140;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/8389475>8389475</a>";Bernstein;"Functional substitution of the signal recognition particle 54-kDa subunit by its Escherichia coli homolog.";1993
140;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/10834842>10834842</a>";Peluso;"Role of 4.5S RNA in assembly of the bacterial signal recognition particle with its receptor.";2000
140;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/10684931>10684931</a>";Bhuiyan;"Assembly of archaeal signal recognition particle from recombinant components.";2000
140;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15611297>15611297</a>";Zwieb;"A nomenclature for all signal recognition particle RNAs.";2005
191;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18046331>18046331</a>";Nowacki;"RNA-mediated epigenetic programming of a genome-rearrangement pathway.";2008
191;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19372392>19372392</a>";Nowacki;"A functional role for transposases in a large eukaryotic genome.";2009
190;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20471949>20471949</a>";Sobhian;"HIV-1 Tat assembles a multifunctional transcription elongation complex and stably associates with the 7SK snRNP.";2010
190;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/14627702>14627702</a>";Chen;"Phosphorylated positive transcription elongation factor b (P-TEFb) is tagged for inhibition through association with 7SK snRNA.";2004
191;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19879799>19879799</a>";Nowacki;"Epigenetic inheritance in ciliates.";2009
192;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/7488100>7488100</a>";Kumimoto;"RNA polymerase II transcribes Dictyostelium untranslatable gene, dutA, specifically in the developmental phase.";1995
192;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/8764472>8764472</a>";Kumimoto;"Expression of Dictyostelium early gene, dutA, is independent of cAMP pulses but dependent on protein kinase A.";1996
192;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12796308>12796308</a>";Maeda;"Changing patterns of gene expression in dictyostelium prestalk cell subtypes recognized by in situ hybridization with genes from microarray analyses.";2003
192;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/8127653>8127653</a>";Yoshida;"dutA RNA functions as an untranslatable RNA in the development of Dictyostelium discoideum.";1994
192;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17435008>17435008</a>";Shimada;"Evidence that noncoding RNA dutA is a multicopy suppressor of Dictyostelium discoideum STAT protein Dd-STATa.";2007
192;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20309825>20309825</a>";Whitney;"Identifying the molecular basis of functions in the transcriptome of the social amoeba Dictyostelium discoideum.";2010
193;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/1555240>1555240</a>";Hildebrandt;"Differential antisense transcription from the Dictyostelium EB4 gene locus: implications on antisense-mediated regulation of mRNA stability.";1992
194;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12607002>12607002</a>";Kramer;"Role for antisense RNA in regulating circadian clock function in Neurospora crassa.";2003
195;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/7649484>7649484</a>";Duharcourt;"Epigenetic self-regulation of developmental excision of an internal eliminated sequence on Paramecium tetraurelia.";1995
195;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9819394>9819394</a>";Duharcourt;"Homology-dependent maternal inhibition of developmental excision of internal eliminated sequences in Paramecium tetraurelia.";1998
195;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18519642>18519642</a>";Lepère;"Maternal noncoding transcripts antagonize the targeting of DNA elimination by scanRNAs in Paramecium tetraurelia.";2008
195;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19103667>19103667</a>";Lepère;"Silencing-associated and meiosis-specific small RNA pathways in Paramecium tetraurelia.";2009
195;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19879799>19879799</a>";Nowacki;"Epigenetic inheritance in ciliates.";2009
190;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/954090>954090</a>";Zieve;"Small RNA species of the HeLa cell: metabolism and subcellular localization.";1976
190;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9018369>9018369</a>";Krause;"Chromatin structure and function: the heretical path to an RNA transcription factor.";1996
190;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18193315>18193315</a>";Gruber;"Invertebrate 7SK snRNAs.";2008
190;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18566019>18566019</a>";Gruber;"Arthropod 7SK RNA.";2008
190;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19906723>19906723</a>";Xue;"A capping-independent function of MePCE in stabilizing 7SK snRNA and facilitating the assembly of 7SK snRNP.";2010
190;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19416841>19416841</a>";Barboric;"7SK snRNP/P-TEFb couples transcription elongation with alternative splicing and is essential for vertebrate development.";2009
190;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20562857>20562857</a>";D'Orso;"RNA-mediated displacement of an inhibitory snRNP complex activates transcription elongation.";2010
190;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20139302>20139302</a>";Raha;"Close association of RNA polymerase II and many transcription factors with Pol III genes.";2010
190;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17381310>17381310</a>";He;"Regulation of two key nuclear enzymatic activities by the 7SK small nuclear RNA.";2006
196;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19625619>19625619</a>";Li;"Role of human noncoding RNAs in the control of tumorigenesis.";2009
197;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19625619>19625619</a>";Li;"Role of human noncoding RNAs in the control of tumorigenesis.";2009
198;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19625619>19625619</a>";Li;"Role of human noncoding RNAs in the control of tumorigenesis.";2009
190;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/10824089>10824089</a>";Gürsoy;"The vertebrate 7S K RNA separates hagfish (Myxine glutinosa) and lamprey (Lampetra fluviatilis).";2000
190;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19734296>19734296</a>";Marz;"Evolution of 7SK RNA and its protein partners in metazoa.";2009
190;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/2443710>2443710</a>";Krüger;"Structural and functional analysis of a human 7 S K RNA gene.";1987
190;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17643375>17643375</a>";Jeronimo;"Systematic analysis of the protein interaction network for the human transcription machinery reveals the identity of the 7SK capping enzyme.";2007
93;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20149803>20149803</a>";Koshimizu;"Oxytocin stimulates expression of a noncoding RNA tumor marker in a human neuroblastoma cell line.";2010
199;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18851839>18851839</a>";Lefevre;"The LPS-induced transcriptional upregulation of the chicken lysozyme locus involves CTCF eviction and noncoding RNA transcription.";2008
201;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/10814723>10814723</a>";Millar;"Disruption of two novel genes by a translocation co-segregating with schizophrenia.";2000
202;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12719555>12719555</a>";Vigneau;"Tmevpg1, a candidate gene for the control of Theiler's virus persistence, could be implicated in the regulation of gamma interferon.";2003
202;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11735227>11735227</a>";Vigneau;"Homology between a 173-kb region from mouse chromosome 10, telomeric to the Ifng locus, and human chromosome 12q15.";2001
203;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/13130513>13130513</a>";Polesskaya;"Novel putative nonprotein-coding RNA gene from 11q14 displays decreased expression in brains of patients with schizophrenia.";2003
204;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12213198>12213198</a>";Vincent;"The RAY1/ST7 tumor-suppressor locus on chromosome 7q31 represents a complex multi-transcript system.";2002
206;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/10731720>10731720</a>";Okutsu;"Expression and imprinting status of human PEG8/IGF2AS, a paternally expressed antisense transcript from the IGF2 locus, in Wilms' tumors.";2000
207;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9063754>9063754</a>";Wevrick;"An imprinted mouse transcript homologous to the human imprinted in Prader-Willi syndrome (IPW) gene.";1997
207;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/8895514>8895514</a>";Rachmilewitz;"Characterization of the imprinted IPW gene: allelic expression in normal and tumorigenic human tissues.";1996
208;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/14562104>14562104</a>";Deleault;"RNA molecules stimulate prion protein conversion.";2003
208;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18456654>18456654</a>";Gomes;"Prion protein complexed to N2a cellular RNAs through its N-terminal domain forms aggregates and is toxic to murine neuroblastoma cells.";2008
208;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12946346>12946346</a>";Adler;"Small, highly structured RNAs participate in the conversion of human recombinant PrP(Sen) to PrP(Res) in vitro.";2003
209;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18820678>18820678</a>";Hirota;"Stepwise chromatin remodelling by a cascade of transcription initiation of non-coding RNAs.";2008
210;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17470801>17470801</a>";Uhler;"A role for noncoding transcription in activation of the yeast PHO5 gene.";2007
97;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20616235>20616235</a>";Tsai;"Long Noncoding RNA as Modular Scaffold of Histone Modification Complexes.";2010
78;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18316401>18316401</a>";Lin;"Translational control by a small RNA: dendritic BC1 RNA targets the eukaryotic initiation factor 4A helicase mechanism.";2008
82;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/7692450>7692450</a>";Martignetti;"Neural BC1 RNA as an evolutionary marker: guinea pig remains a rodent.";1993
82;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19675232>19675232</a>";Zhong;"BC1 regulation of metabotropic glutamate receptor-mediated neuronal excitability.";2009
211;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18022365>18022365</a>";Camblong;"Antisense RNA stabilization induces transcriptional gene silencing via histone deacetylation in S. cerevisiae.";2007
77;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9338788>9338788</a>";Wutz;"Imprinted expression of the Igf2r gene depends on an intronic CpG island.";1997
77;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16037066>16037066</a>";Yamasaki;"Neuron-specific relaxation of Igf2r imprinting is associated with neuron-specific histone modifications and lack of its antisense transcript Air.";2005
200;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15300240>15300240</a>";Allen;"The SINE-encoded mouse B2 RNA represses mRNA transcription in response to heat shock.";2004
200;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15300239>15300239</a>";Espinoza;"B2 RNA binds directly to RNA polymerase II to repress transcript synthesis.";2004
200;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17307818>17307818</a>";Espinoza;"Characterization of the structure, function, and mechanism of B2 RNA, an ncRNA repressor of RNA polymerase II transcription.";2007
200;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/370792>370792</a>";Kramerov;"Long double-stranded sequences (dsRNA-B) of nuclear pre-mRNA consist of a few highly abundant classes of sequences: evidence from DNA cloning experiments.";1979
200;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/6296779>6296779</a>";Krayev;"Ubiquitous transposon-like repeats B1 and B2 of the mouse genome: B2 sequencing.";1982
200;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/2426659>2426659</a>";Fornace;"Induction of B2 RNA polymerase III transcription by heat shock: enrichment for heat shock induced sequences in rodent cells by hybridization subtraction.";1986
200;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/6130513>6130513</a>";Kramerov;"The sequences homologous to major interspersed repeats B1 and B2 of mouse genome are present in mRNA and small cytoplasmic poly(A) + RNA.";1982
200;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/3839306>3839306</a>";Lawrence;"Analysis of repetitive sequence elements containing tRNA-like sequences.";1985
200;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/2581137>2581137</a>";Singh;"Expression of enhanced levels of small RNA polymerase III transcripts encoded by the B2 repeats in simian virus 40-transformed mouse cells.";1985
200;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/3851163>3851163</a>";Daniels;"Repeat sequence families derived from mammalian tRNA genes.";1985
200;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19307572>19307572</a>";Yakovchuk;"B2 RNA and Alu RNA repress transcription by disrupting contacts between RNA polymerase II and promoter DNA within assembled complexes.";2009
200;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/2461884>2461884</a>";Bachvarova;"Small B2 RNAs in mouse oocytes, embryos, and somatic tissues.";1988
212;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/10521525>10521525</a>";Charon;"Alteration of enod40 expression modifies medicago truncatula root nodule development induced by sinorhizobium meliloti";1999
212;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/10363365>10363365</a>";Kouchi;"Rice ENOD40: isolation and expression analysis in rice and transgenic soybean root nodules.";1999
212;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15037734>15037734</a>";Campalans;"Enod40, a short open reading frame-containing mRNA, induces cytoplasmic localization of a nuclear RNA binding protein in Medicago truncatula.";2004
212;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/7957074>7957074</a>";Crespi;"enod40, a gene expressed during nodule organogenesis, codes for a non-translatable RNA involved in plant growth.";1994
212;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12930950>12930950</a>";Girard;"Structural motifs in the RNA encoded by the early nodulation gene enod40 of soybean.";2003
213;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/7520368>7520368</a>";Watanabe;"S. pombe mei2+ encodes an RNA-binding protein essential for premeiotic DNA synthesis and meiosis I, which cooperates with a novel RNA species meiRNA.";1994
213;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12808043>12808043</a>";Shimada;"The fission yeast meiotic regulator Mei2p forms a dot structure in the horse-tail nucleus in association with the sme2 locus on chromosome II.";2003
77;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18789384>18789384</a>";Yotova;"Identification of the human homolog of the imprinted mouse Air non-coding RNA.";2008
89;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19861437>19861437</a>";Al-Shakfa;"DNA variants in region for noncoding interfering transcript of dihydrofolate reductase gene and outcome in childhood acute lymphoblastic leukemia.";2009
215;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17643101>17643101</a>";Franco-Zorrilla;"Target mimicry provides a new mechanism for regulation of microRNA activity.";2007
215;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16460506>16460506</a>";Shin;"Loss of At4 function impacts phosphate distribution between the roots and the shoots during phosphate starvation.";2006
217;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17322195>17322195</a>";Avrova;"A novel non-protein-coding infection-specific gene family is clustered throughout the genome of Phytophthora infestans.";2007
116;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11919683>11919683</a>";Benzow;"The KLHL1-antisense transcript ( KLHL1AS) is evolutionarily conserved.";2002
110;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11050243>11050243</a>";Srikantan;"PCGEM1, a prostate-specific gene, is overexpressed in prostate cancer.";2000
121;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17416635>17416635</a>";Tsang;"Induction of drug resistance and transformation in human cancer cells by the noncoding RNA CUDR.";2007
201;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12573262>12573262</a>";Taylor;"Evolutionary constraints on the Disrupted in Schizophrenia locus.";2003
218;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20577206>20577206</a>";Poliseno;"A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.";2010
218;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/6308466>6308466</a>";McGrath;"Structure and organization of the human Ki-ras proto-oncogene and a related processed pseudogene.";1983
