TranscriptID;section;description;order
176;Conservation;"Antisense transcripts to HoxA3 and HoxA4 also exist in mouse but unclear if they are homologous.";3
176;Misc;"Example accession is: BC035889";4
177;Characteristics;"Multiple spliced transcripts between HoxA6 and HOXA7 on the antisense strand, share some splice junctions but have different 5' and 3' ends (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17185360"">Sessa (2007)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17445766"">Sasaki (2007)</a>).  
 
Some HOX6as transcripts overlap to one or both HOX protein coding genes (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17185360"">Sessa (2007)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17445766"">Sasaki (2007)</a>).";1
177;Expression;"Expressed in adult lung, kidney, testis, placenta, colon, muscle. Fetal ovary and kidney, similar to HOXA6 and HOXA7 (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17185360"">Sessa (2007)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17445766"">Sasaki (2007)</a>).

Expression can be induced by retinoic acid (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17185360"">Sessa (2007)</a>).

Shows collinear regulation of expression like HOX PTC genes (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17185360"">Sessa (2007)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17445766"">Sasaki (2007)</a>).";2
177;Misc;"Example accessions: AK091933, AK092154.";4
177;Conservation;"HOXA6as transcripts contain sequences conserved in mammals and even sequences ultra conserved in vertebrates.

Similar mouse transcripts are not known, however, transcripts which run antisense to both HOXA5 and HOXA6, that share an splice junction with HOXA6as and transcribe through the vertebrate conserved element, are present in both species. ";3
178;Characteristics;"Alternatively spliced transcripts found in a head to head arrangement with Otx2.

Mouse ~750nuc.  Humans ~2.4kb.

Contains a number of repeat sequences (human). Mostly free of repeats (mouse).";1
178;Expression;"Expression restricted to retina in panel of adult tissues (retina also shows the highest expression of Otx2).

Otx2 and Otx2os1 had a partially complementary expression pattern in adult retinal layers. Otx2 was predominately expressed in the outer nuclear layer (ONL) and into the inner nuclear layer (INL), while Otx2os was predominately expressed in the ganglion cell layer (GCL) and into the INL.";2
178;Conservation;"Low conservation between mouse and human transcripts.";4
178;Misc;"Otx2 is a transcription factor involved in brain and eye development.

Otx2os1 Mouse: GeneID: 606497.  Human GeneID: 100309464";5
178;Name;"Otx2os1: OTX2 opposite strand transcript 1";0
180;Characteristics;"Spliced antisense transcript. Northern identified transcripts of 2.8 and 1.5kb.

Partial cDNA clone started 3' of Hoxd3, contained homeobox in antisense direction and continued into the Hoxd3 intron.";1
180;Expression;"Antisense transcript only found in a subset of tissues expressing Hoxd3.

Expressed in 12.5 day embryo liver along with sense Hoxd3 and in adult CNS tissue.";2
180;Name;"Hoxd3as: homeobox D3 antisense
Hoxd3os: homeobox D3 opposite strand transcription unit";0
180;Misc;"Sequence and precise genome location of the transcripts have not been defined.";4
182;Characteristics;"RNA estimated at ~1.9kb. anti-NOS2A has homology to the NOS2A protein coding gene (NOS2: Nitric oxide synthase 2 enzyme), only a small part ~100-nt is antisense to NOS2A. Homology stretches from intron14/exon15 to exon19/intron19. Formed by partial duplication of NOS2A followed by an inversion of part of the duplicated sequence to form a ~4kb locus in human.

PolyA- RNA. Intronless (NOS2A introns now part of the anti-NOS2A exon).

Expressed from a hypothesized internal promoter.";1
182;Expression;"Expressed in brain cancer. 

Expressed in hESCs (at a higher level than NOS2A) but down-regulated ~7 fold in neurospheres, while NOS2A showed a reciprocal expression pattern.";2
182;Function;"Reciprocal regulation with NOS2A could suggest a regulatory role for the antisense transcript but this has yet to be tested.";3
182;Conservation;"Found in primates but not in rodents.";4
182;Misc;"Nb: Precise genomic location and sequence of anti-NOS2A was not provided by Korneev et al.
Anti-NOS2A was identified as belonging to contig AC053481 and homologous sequence within this contig (including evidence of an invesrsion) can be found at ~chr17:57,692,139-57,696,081 in HG18, but this does not exactly define the transcript identified by Korneev et al.
";5
183;Characteristics;"~500nuc, spliced, polyadenylated, two exon transcript (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17241883"">Panzitt (2007)</a>).

Exon 1 mainly consists of an LTR (MLT1A) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17241883"">Panzitt (2007)</a>).";1
183;Expression;"Binding of phospho-CREB to the HULC promoter activates HULC expression. Phosphorylation of CREB was stimulated by PKA signaling (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20423907"">Wang (2010)</a>). 

Highly up-regulated in hepatocellular carcinoma (HCC) and to a lesser extent in liver focal nodular hyperplasia (FNH). Up-regulation was specific to HCC with high expression not detected in normal liver, other tissues and their associated neoplasms (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17241883"">Panzitt (2007)</a>).

HULC expression was also up-regulated in colorectal carcinomas that metastasised to the liver but not in primary colorectal carcinomas or carcinomas that metastasised to lymph nodes (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19445043"">Matouk (2009)</a>).

HULC RNA could be detected in the blood of HCC patients (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17241883"">Panzitt (2007)</a>).

Localised to the cytoplasm, may associate with ribosomes, but no sign of translated products could be found (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17241883"">Panzitt (2007)</a>).

HULC expression was also identified in 3 old world monkeys (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17241883"">Panzitt (2007)</a>).";2
183;Function;"Competing endogenous RNA (ceRNA). Functions as a sponge/ target mimic for miR-372 through a conserved target site, reducing the expression and activity of miR-372 (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20423907"">Wang (2010)</a>).

One of targets of miR-372 is Prkacb (catalytic subunit of PKA) which is able to phophorylate CREB. Hence expression of HULC stimulates further HULC expression by inhibiting miR-372, and allowing PRKACB to create active CREB (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20423907"">Wang (2010)</a>).

HULC knockdown affects expression of other genes including some described in liver cancer (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17241883"">Panzitt (2007)</a>).
";3
183;Conservation;"HLUC also present in other primates, gene shows good conservation above that of surrounding sequence. Not detected in rodents so may be primate specific (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17241883"">Panzitt (2007)</a>).
";4
183;Name;"HULC: Highly upregulated in liver cancer RNA";0
184;Name;"snaR: small NF90-associated RNAs";0
184;Characteristics;"~117nt. RNA polymerase III transcripts. Highly structured. snaR genes shares sequence identity with Alu RNA and two potential piRNAs. Cloned snaR sequences have a run of adenines in the 3' end followed by a run of thymidines (which presumably constitute the PolIII termination site) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17855395"">Parrott (2007)</a>).

snaR-A and snaR-B were originally identified associated to the Nuclear factor 90 (NF90) (a double-stranded RNA-binding protein implicated in multiple cellular functions) by in vivo cross-linking followed by immunoprecipitation.RNA species immunoprecipitated with NF90 were ~80–120 nt long (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17913627"">Parrott (2007)</a>). Several related RNAs of ~104 nt were originally cloned and identified, with snaR-A being the major component, and snaR-B representing the minor subset.  snaR-A and snaR-B are ~90% identical in sequence. Human genomic sequences corresponding to snaR-A and snaR-B have occasional mismatches (suggested to be possibly due to C-to-U editing of the RNA).

snaR genes occur in multiple copies (accumulated by segmental duplication) arranged in two inverted regions of tandem repeats on human chromosome 19. Additional snaR gene copies are present, with two of them adjacent to genes encoding the beta chain of chorionic gonadotropin:

In total, 28 snaR genes have been identified in the human genome, including 14 genes for snaR-A and 2 genes for snaR-B. snaR genes identified by sequence analysis include 5 snaR-C genes and additional genes (snaR-D, -E, -F, -G1, -G2, -H, -I, -12 and -21) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17855395"">Parrott (2007)</a>). snaR-D to -G include 5 unique genes on chromosome 19 as well as single copies (snaR-2 and -3) on chromosomes 2 and 3. snaR-G1 and -G2 are located in a gene-rich 2.1 Mb genomic fragment between the two clusters, lying within the promoter region of two genes encoding the beta polypeptide of chorionic gonadotropin (CG-beta) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17855395"">Parrott (2007)</a>).";1
184;Expression;"Predominantly cytoplasmic, unstable (half-life of ~15 min in HeLa cells), expressed in diverse cell lines and human tissues. The different snaR genes have different expression levels and profiles, and, among more than 20 adult human tissues analysed, snaR transcripts are found particularly abundant in testis, with low levels detected in brain, placenta and some other organs. (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17855395"">Parrott (2007)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20935053"">Parrott (2010)</a>).

Highly abundant in some cells, with snaR-A estimated in ~70,000 copies in a HEK293T cell (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17855395"">Parrott (2007)</a>).

snaR-A and snaR-G2 are differentially expressed in discrete regions of the human brain and other tissues, such as testis (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20935053"">Parrott (2010)</a>). snaR-A was expression n testis was ~100-fold higher than in term placenta, lung and adipose tissue, and in brain its levels were ~10% of the testis level in three of four segments of pituitary gland, with substantial expression also observed in other brain regions (such as hypothalamus, globus pallidus and thalamus) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20935053"">Parrott (2010)</a>). snaR-G2 levels in adult brain were ~55% of that in testis (highest in caudate/accumbens/putamen and globus pallidus), and several tissues displayed 5–15% of testis levels. Fetal brain contained much less snaR-G2 than adult brain (~3% of testis level), suggestive of developmental regulation. (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20935053"">Parrott (2010)</a>)

snaR-A is up-regulated in transformed and immortalized human cells (Parrott et al. 2010).";2
184;Function;"Functions of snaR transcripts have not been identified yet.

snaR transcripts interact with NF90's double-stranded RNA-binding motifs (dsRBMs) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17855395"">Parrott (2007)</a>), and snaR-A is also found stably bound to ribosomes in HeLa cells (Parrott et al. 2010).

Suggested to be involved in tissue- and species-specific regulation of cell growth and translation (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17855395"">Parrott (2007)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20028844"">Parrott (2009)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20935053"">Parrott (2010)</a>).";3
184;Conservation;"snaR genes are present exclusively in African Great Apes and some are unique to humans. Human snaR-A has orthologs in chimpanzee but not rhesus macaque or mouse. Chimpanzee has fewer snaR genes than humans (10 instead of 28). snaRs appear to have undergone accelerated evolution (snaR genes display a lower degree of homology within the gene than in their flanking sequence) and differential expansion in the great apes.  (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17855395"">Parrott (2007)</a>, Parrott et al. 2010). There are ~17 nt changes between human snaR-A (121nt) and snaR-C  (119nt) species (~14% difference), compared to an average substitution rate of ~3.7?nt per 120nt (~3% difference) outside of the snaR locus (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20935053"">Parrott (2010)</a>).

The single snaR gene on chimpanzee chromosome 2a is 94% identical with its ortholog on human chromosome 2, and two genes on chimpanzee chromosome 19 are orthologous with snaR-G1 (a unique gene on human chromosome 19). The position of these snaR genes relative to the primate-specific CG-beta genes is conserved. (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17855395"">Parrott (2007)</a>)";4
184;Misc;"*Two families of snaR-related genetic elements were identified in primates: CAS (catarrhine ancestor of snaR), limited to Old World Monkeys and apes; and ASR  (Alu/snaR-related), present in all monkeys and apes. These two classes appear to have spread by retrotransposition.
It has been proposed that snaR genes evolved through a series of internal deletions and expansions  from the left monomer of the primate-specific Alu SINE family via ASR and CAS (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20935053"">Parrott (2010)</a>).

*Short RNAs of ~26–34 nt can be detected after long exposure of Northern blots with snaR probes (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17855395"">Parrott (2007)</a>).

*Other RNAs are also found associated with NF90, including viral RNAs, such as the VAI and VAII noncoding RNAs from human adenoviruses (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/9671709"">Liao (1998)</a>).";5
185;Characteristics;"Multiple spliced, polyadenylated isoforms. Short version ~400bp, long version ~750 bp (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20010688"">Swiezewski (2009)</a>).

Transcription initiates just 3' of the FLC polyA site. Some isoforms terminate just beyond the start of the FLC gene (antisense transcription covers the entire FLC gene) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20010688"">Swiezewski (2009)</a>).";1
185;Expression;"Antisense transcription over much of FLC locus. Generally shows a positive correlation with FLC transcripts, except upon cold treatment (vernalization) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20010688"">Swiezewski (2009)</a>).

Antisense transcripts show a transient accumulation upon cold treatment with a peak after 10-14 days (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20010688"">Swiezewski (2009)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21127216"">Heo (2011)</a>), before declining with further prolonged cold or when plants returned to warmth. Transcription of FLC decreases during cold treatment (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20010688"">Swiezewski (2009)</a>).";2
185;Function;"COOLAIR suggested to function in early cold induced silencing of FLC transcription (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20010688"">Swiezewski (2009)</a>).

COOLAIR promoter could silence some reporter genes. Suggests COOLAIR may function through transcriptional interference, although a function for the transcripts has not been tested (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20010688"">Swiezewski (2009)</a>).";3
185;Misc;"COOLAIR short accession: GQ342259.1
COOLAIR long accession: GQ352646.1 

COOLAIR is distinct from <a href=""http://www.lncrnadb.org/Detail.aspx?TKeyID=272"">COLDAIR</a>, which has been functionally characterized.
";5
185;Name;"COOLAIR: cold induced long antisense intragenic RNA (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20010688"">Swiezewski (2009)</a>).";0
186;Characteristics;"~4.5kb antisense TGF beta 3 RNA";1
186;Expression;"Expressed during heart development.

Showed slightly higher expression in AV, when epithelial to mesenchymal transformation is initiated compared to the quiesent cells in the ventricle. By contrast TGF beta3 PTC was ~5x more highly expressed.

Antisense transcript showed increasing expression over timepoints that correlated with the loss of ability for AV cells to undergo transformation, whereas TGF beta3 PTC peaked and declined during the transformation window.";2
186;Misc;"Heart valve formation during heart development requires an epithelial to mesenchymal transformation of cells in the atrioventricular (AV) canal.

Sequence and precise genome location of the transcript has not been defined.";5
187;Name;"PTENP1: PTEN Pseudogene 1";0
187;Characteristics;"Processed pseudogene of PTEN tumour suppressor gene at 9p13.3.

~3.9kb.

Predominately polyA- (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/23435381"">Johnsson (2013)</a>).

PTENP1 ""coding sequence"" quite similar to PTEN but has lost start codon, while 3'UTR is ~1kb shorter than PTEN. Part of the PTENP1 3'UTR sequence is highly conserved compared to PTEN (~95%) with seed matches to the same miRNAs.";1
187;Expression;"Expressed in a very wide variety of human tissues and in prostate cancer. Good correlation between PTENP1 and PTEN levels.

Inhibition of endogenous miRNAs with seed matches to PTEN and PTENP1 leads to an increase in PTENP1 expression, validating it is targeted by miRNAs known to repress PTEN. ";2
187;Function;"Competing endogenous RNA (ceRNA). PTENP1, through its 3'UTR, acts as a decoy for miRNAs that target PTEN.

PTNEP1 functions as a tumour suppressor gene.

Overexpression of the PTENP1 3'UTR lead to an increased level of PTEN and cellular growth inhibition, an effect dependent on the presence of mature miRNAs, supporting PTENP1's role as a miRNA decoy. While knockdown of PTENP1 lead to a decrease in PTEN levels and faster cell growth.

<a href=""http://www.lncrnadb.org/Detail.aspx?TKeyID=281"">PTENP1 asRNA beta</a> isoform forms an RNA-RNA interaction with PTENP1 sense and stabilizes it. This interaction promotes the function of PTENP1 sense as a positive regulator of PTEN mRNA levels, potentially by allowing the export of PTENP1 sense to the cytoplasm (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/23435381"">Johnsson (2013)</a>).

The PTENP1 locus was lost in a subset of colon cancers and a relationship was reported between PTENP1 copy number and PTEN expression level.";3
187;Misc;"Cells are very sensitive to levels of PTEN, with even subtle changes influencing cancer susceptibility (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20400965"">Alimonti (2010)</a>).

A wider role for pseudogenes as miRNA decoys/ sponges has been proposed.";5
188;Characteristics;"Found in an intron of KCNIP4 in the sense direction.

~2.3kb clones were identified in pig and human. NCRNA00099 which contains UM9-5 is ~10kb. Given it's position in an intron the full length of the transcript is somewhat unclear, cloning gave shorter transcripts, while transcription could be detected over whole NCRNA00099 site (but not outside it) in human.

Transcript contains a number of repeats. ";1
188;Expression;"Identified as a RNA that is more highly expressed in adult brain than fetal brain.

Expression in human and pig was similar. Mostly restricted to adult brain, highest expression in cerebellum.

Low expression was also detected in porcine embryonic tissues
";2
188;Conservation;"Transcripts identified in pig and human. Southern blotting also could identify a homologous sequence in cow but not in rodents.";4
188;Misc;"KCNIP4 is a voltage-gated potassium (Kv) channel-interacting protein which is expressed in brain.

UM9-5 accessions: AY072607, AY072608, AY072609, AY072610 and AY072611";5
189;Characteristics;"TEA transcripts originate from the TEA promoter at the 5' of the array of joining (J) gene segments of the T-cell receptor alpha chain (TCRA) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/3500476"">de Villartay (1987)</a>). Another noncoding transcript has been identified coming from a promoter within the J array (J-alpha 49).

TEA transcription extends up to ~71kb, covering the length of the J array and terminating in the C alpha region (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/3500476"">de Villartay (1987)</a>). 

Full length of actual spliced TEA transcript reported as ~2kb (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/3500476"">de Villartay (1987)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8383995"">Shimizu (1993)</a>). ~4.5 and 8kb transcripts have also been reported. Transcripts generally include TEA sequence spliced to C alpha and sometimes include J segments (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/9247569"">Villey (1997)</a>). ";2
189;Expression;"Expressed during thymocyte development at a time recombination is occurring (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16936730"">Abarrategui (2006)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17882258"">Abarrategui (2007)</a>). Expression is highest in fetal thymocytes and is absent in mature adult T cells (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/3500476"">de Villartay (1987)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8383995"">Shimizu (1993)</a>).

TEA transcripts have been identified in the nucleus (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17882258"">Abarrategui (2007)</a>).";2
189;Function;"TEA transcription regulates V alpha-to-J alpha recombination and is necessary to generate the full complement of recombined segments (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16936730"">Abarrategui (2006)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17882258"">Abarrategui (2007)</a>).

Transcription has both activating and repressive effects on the promoters of different J segments. Segments only a small distance downstream from the TEA promoter are activated while segments more distal are repressed, with alterations in histone modifications and chromatin accessibility (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16936730"">Abarrategui (2006)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17882258"">Abarrategui (2007)</a>).

These effects target initial recombination events to the active proximal J segments. In the absence of TEA ncRNA transcription recombination occurs in more distal J segments which are normally repressed (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16936730"">Abarrategui (2006)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17882258"">Abarrategui (2007)</a>).

Repressive effects of the TEA ncRNA suggested to be due to transcriptional interference. Unknown if TEA ncRNA also has a function itself, ie: recruitment of chromatin modification complexes (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16936730"">Abarrategui (2006)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17882258"">Abarrategui (2007)</a>).";3
189;Conservation;"Humans and mouse (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/3500476"">de Villartay (1987)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8383995"">Shimizu (1993)</a>).";4
189;Misc;"V(D)J recombination acts to assemble the variable regions of T cell receptors from germline variable (V), diversity (D) and joining (J) gene segments.

RNA accessions from <a href=""http://www.ncbi.nlm.nih.gov/pubmed/3500476"">de Villartay (1987)</a> and <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8383995"">Shimizu (1993)</a> some are spliced some are not.
Human 147: GenBank: M18204.1
Human 147A1: GenBank: M18206.1
Human 147A19: GenBank: M18205.1

Mouse T early alpha (TEA) region: GenBank: D13547.1";5
189;Name;"TEA: T early alpha";1
190;Characteristics;"~330 nt in vertebrates*. Transcribed by RNAP III, GC-rich sequence forming conserved secondary structures  (especially 3' and 5' stem-loop motifs).

7SK RNA is capped at its 5' end by BCDIN3, a specific methylase methylphosphate capping enzyme (MePCE) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17643375"">Jeronimo (2007)</a>). 

RNAP II was recently found to bind near 7SK promoter, as well as many other known Pol III genes, suggesting that RNAP II may also play a role in regulating their transcription (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20139302"">Raha (2010)</a>).

*In invertebrates, 7SK homologs may have different sizes (such as >400 nt and ~130 nt in drosophilids and nematodes, respectively). (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18566019"">Gruber (2008)</a>) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19734296"">Marz (2009)</a>)";1
190;Expression;"Nuclear, highly abundant (one of the most abundant small RNAs in vertebrate cells), first isolated from HeLa nuclear extracts, but ubiquitously expressed.

RNA sequencing from 11 humans tissues confirmed ubiquitous high expression of 7SK with expression in some tissues being higher than any mRNA (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20668672"">Castle (2010)</a>). ";2
190;Function;"Controls RNAP II activity by inhibiting P-TEFb elongation factor, which is a cdk-cyclin kinase that functions as both a general and an HIV-1 Tat-specific transcription factor (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/11713533"">Nguyen (2001)</a>) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/11713532"">Yang (2001)</a>), with an impact on cell growth and differentiation.

7SK snRNA is a central scaffold that coordinates protein-protein interactions and, by inhibiting P-TEFb kinase-mediated CTD phosphorylation, regulates RNAP II elongation (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/11713533"">Nguyen (2001)</a>). 7SK snRNP (composed of 7SK snRNA, Hexim1, Larp7/Pip7S, and the P-TEFb subunits CycT1 and Cdk9) is not only critical for controlling transcription, but also for regulating alternative splicing coupled to transcription elongation (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19416841"">Barboric (2009)</a>). It is also essential for vertebrate development (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19416841"">Barboric (2009)</a>). The 3' end of HIC mRNA has full activity and contains a predicted structure resembling the 3'-terminal hairpin of 7SK that is critical for P-TEFb binding (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19416841"">Barboric (2009)</a>).

7SK has been found highly enriched in isolated chromatin fractions, which may be related to its role in transcriptional regulation (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20404130"">Mondal (2010)</a>).

At an early stage of the HIV transcription cycle, elongation is prevented as P-TEFb is recruited to the HIV-1 promoter in a catalytically inactive state bound to the 7SK snRNP and also the Tat trans-activator of transcription protein. The inhibitory 7SK snRNP may be displaced by the nascent TAR HIV RNA that also binds Tat protein, activating P-TEFb kinase and transcriptional elongation (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20562857"">D'Orso (2010)</a>). Displacement of 7SK may also be performed by cellular RNAs, as indicated by the 3'-untranslated region (~300-nt) of HIC mRNA, which forms complexes with P-TEFb and is necessary and sufficient for stimulation of P-TEFb-dependent transcription of the HIV promoter (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17925858"">Young (2007)</a>).

7SK RNA also inhibits APOBEC3C deaminase activity and sequesters it to the nucleolus, suggesting broader role for 7SK RNA in regulating key nuclear functions (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17381310"">He (2006)</a>).";3
190;Conservation;"Highly conserved throughout jawed vertebrates (but in lamprey it differs in 32% of its sequence from the mammalian 7SK (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/10824089"">Gürsoy (2000)</a>)), and has a few conserved sequence and structure motifs over longer evolutionary distances. Homologs have been identified in deuterostome invertebrates and in two protostome phyla (mollusks and annelids) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18193315"">Gruber (2008)</a>). More recently, it has also been detected in arthropods, showing that two highly structured conserved domains (5'- and 3'-stem regions) were present in the bilaterian ancestor (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18566019"">Gruber (2008)</a>), and even in nematode Caenorhabditis species (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19734296"">Marz (2009)</a>).";4
190;Misc;"The 7SK family contains a number of pseudogenes and derived repeats.

May be implicated in the transformation-dependent activation of oncogenes SV40 T-antigen and c-myc gene promoters (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/9018369"">Krause (1996)</a>).";5
190;Name;"RN7SK: RNA, 7SK small nuclear";0
191;"Characteristics & Expression";"Template/ Guide RNAs believed to arise from the maternal somatic nucleus (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18046331"">Nowacki (2008)</a>).

Long sense and antisense RNA transcripts, which appear to be transcribed full length nanochromsomes (contained telomere sequences), from the somatic nucleus were identified during early development when rearrangement is believed to be occurring (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18046331"">Nowacki (2008)</a>).";2
191;Function;"Maternal RNAs programming DNA rearrangements in progeny (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18046331"">Nowacki (2008)</a>).

Act as RNA guides or scaffolds to direct rearrangements. RNAi against them prevented unscrambling and injection of guides with altered gene sequences lead to the rearranged DNA containing the alteration (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18046331"">Nowacki (2008)</a>).

Cellular machinery required to carry out the DNA fragmentation and recombination is not fully understood but transposase proteins from Oxytricha trifallax transposons are required (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19372392"">Nowacki (2009)</a>).

Also found that mutations in guide RNA can be transferred to the rearranged somatic genome. Suggesting the presence of RNA directed DNA repair and also of DNA variants inherited via RNA without changing the germline genome (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18046331"">Nowacki (2008)</a>).";3
191;Inheritance;"Non-mendelian epigenetic inheritance, independent from the germline (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19879799"">Nowacki (2009)</a>).

Inheritance of the somatic genome via a transient RNA genome separate to the nuclear germline DNA genome (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19879799"">Nowacki (2009)</a>).";4
191;"Biological background";"Ciliated protozoa contain two nuclei, a germline nucleus and a somatic nucleus.
- The somatic nucleus is transcriptionally active but not passed on after fertilization.
- The germline nucleus is transcriptionally inert in the mother cell but is transmitted to        progeny. The new somatic nucleus is created from this germline nucleus (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19879799"">Nowacki (2009)</a>).

In Oxytricha trifallax creating the new somatic nucleus involves chromosomal fragmentation and deletion to remove ~95% of the genome (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19879799"">Nowacki (2009)</a>).

Hundreds of thousands of short sequences must then be ""unscrambled"" by reordering or inversion to create a compact somatic genome of nanochromosomes  (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19879799"">Nowacki (2009)</a>).

This extremely specific and reproducible  rearrangement has now been found to guided by maternal RNAs (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19879799"">Nowacki (2009)</a>).";1
